outcome,AgeGroup,Stage,candidate_joinpoints,n_joinpoints,aic,bic,selected_by_bic,dispersion
Incidence,20-49,Localized,2008;2013,2,130.2505759526896,134.23350504690555,False,1.4531456942814125
Incidence,20-49,Localized,2008;2014,2,130.04004738080414,134.0229764750201,False,1.4363906668112696
Incidence,20-49,Localized,2008;2015,2,129.76195275987072,133.74488185408669,False,1.4178341117224604
Incidence,20-49,Localized,2008;2016,2,129.78908022465362,133.7720093188696,False,1.423125279952728
Incidence,20-49,Localized,2008;2017,2,129.16744180217637,133.15037089639233,False,1.382054017296911
Incidence,20-49,Localized,2008;2018,2,128.4339309037956,132.41685999801157,False,1.3413311599929068
Incidence,20-49,Localized,2008;2019,2,126.88929445485485,130.8722235490708,False,1.2623835151954814
Incidence,20-49,Localized,2009;2013,2,130.28862032826873,134.2715494224847,False,1.4491383957097823
Incidence,20-49,Localized,2009;2014,2,130.06397313182433,134.0469022260403,False,1.431438702486376
Incidence,20-49,Localized,2009;2015,2,129.77357661117387,133.75650570538983,False,1.412401936339438
Incidence,20-49,Localized,2009;2016,2,129.81952530242054,133.8024543966365,False,1.4205301027089043
Incidence,20-49,Localized,2009;2017,2,129.1754762026191,133.15840529683507,False,1.3775295030259718
Incidence,20-49,Localized,2009;2018,2,128.42742388137054,132.4103529755865,False,1.3360959819447213
Incidence,20-49,Localized,2009;2019,2,126.85057180108404,130.8335008953,False,1.255127944467493
Incidence,20-49,Localized,2010;2014,2,130.45590377925117,134.43883287346713,False,1.4695934537842985
Incidence,20-49,Localized,2010;2015,2,130.19766197706255,134.1805910712785,False,1.4478393889209584
Incidence,20-49,Localized,2010;2016,2,130.17045891664696,134.15338801086295,False,1.4496446971423904
Incidence,20-49,Localized,2010;2017,2,129.58426992453423,133.56719901875022,False,1.4079670805318958
Incidence,20-49,Localized,2010;2018,2,128.85517701228923,132.83810610650522,False,1.3658891915291682
Incidence,20-49,Localized,2010;2019,2,127.31344316210597,131.29637225632194,False,1.2854241847565613
Incidence,20-49,Localized,2011;2015,2,129.97863291884008,133.96156201305604,False,1.4322915478240088
Incidence,20-49,Localized,2011;2016,2,130.02006236702846,134.00299146124442,False,1.440295498079709
Incidence,20-49,Localized,2011;2017,2,129.34444908322672,133.32737817744268,False,1.3952759654893352
Incidence,20-49,Localized,2011;2018,2,128.5682158969523,132.55114499116826,False,1.3526390081635633
Incidence,20-49,Localized,2011;2019,2,126.93542293658783,130.9183520308038,False,1.2694362692595471
Incidence,20-49,Localized,2012;2016,2,129.82777546565308,133.81070455986904,False,1.4320529663702122
Incidence,20-49,Localized,2012;2017,2,129.0680883835701,133.05101747778608,False,1.3830707570819825
Incidence,20-49,Localized,2012;2018,2,128.2593078855488,132.24223697976475,False,1.3401659075382895
Incidence,20-49,Localized,2012;2019,2,126.5433268868901,130.52625598110606,False,1.2540418853168736
Incidence,20-49,Localized,2013;2017,2,128.96455163805348,132.94748073226947,False,1.3818466308534152
Incidence,20-49,Localized,2013;2018,2,128.12869390082275,132.11162299503872,False,1.3381542241642896
Incidence,20-49,Localized,2013;2019,2,126.34271166686733,130.3256407610833,False,1.2491653963482883
Incidence,20-49,Localized,2014;2018,2,128.116706350779,132.09963544499496,False,1.3406401919493784
Incidence,20-49,Localized,2014;2019,2,126.24947849940853,130.2324075936245,False,1.2479048506892683
Incidence,20-49,Localized,2015;2019,2,126.13771580975462,130.1206449039706,False,1.2421921510704659
Incidence,20-49,Overall,None,0,158.3458369653004,160.3373015124084,False,1.4105464046136778
Incidence,20-49,Overall,2008,1,160.10178488296634,163.08898170362832,False,1.4868145471065362
Incidence,20-49,Overall,2009,1,160.0551724965336,163.04236931719558,False,1.4854725610943058
Incidence,20-49,Overall,2010,1,160.17162362547907,163.15882044614105,False,1.490647632686715
Incidence,20-49,Overall,2011,1,160.2489196239087,163.23611644457068,False,1.4934301152122111
Incidence,20-49,Overall,2012,1,160.3189876070852,163.30618442774718,False,1.494874317341877
Incidence,20-49,Overall,2013,1,160.31912431644452,163.3063211371065,False,1.4889398842212807
Incidence,20-49,Overall,2014,1,160.04619999410954,163.03339681477152,False,1.465679088445393
Incidence,20-49,Overall,2015,1,159.60909969839554,162.59629651905752,False,1.4341942709947193
Incidence,20-49,Overall,2016,1,159.03117400823044,162.01837082889242,False,1.3958170801468597
Incidence,20-49,Overall,2017,1,158.0060962388107,160.99329305947268,False,1.3317568812262468
Incidence,20-49,Overall,2018,1,156.0308371672446,159.0180339879066,False,1.2133278242542362
Incidence,20-49,Overall,2019,1,153.73258992988582,156.7197867505478,False,1.0814434941134958
Incidence,20-49,Overall,2008;2012,2,161.94298870066643,165.9259177948824,False,1.5658236048711611
Incidence,20-49,Overall,2008;2013,2,161.45389869768456,165.43682779190053,False,1.5298666413238575
Incidence,20-49,Overall,2008;2014,2,160.5868329645361,164.56976205875205,False,1.469222195933702
Incidence,20-49,Overall,2008;2015,2,159.7960177608171,163.77894685503307,False,1.41558886860977
Incidence,20-49,Overall,2008;2016,2,159.00221400527914,162.9851430994951,False,1.364208061353793
Incidence,20-49,Overall,2008;2017,2,157.67183348286244,161.6547625770784,False,1.2804033250574354
Incidence,20-49,Overall,2008;2018,2,155.23095520006115,159.2138842942771,False,1.1280607911206968
Incidence,20-49,Overall,2008;2019,2,152.76106970943647,156.74399880365243,False,1.0
Incidence,20-49,Overall,2009;2013,2,160.8749417717907,164.85787086600666,False,1.4948221915044904
Incidence,20-49,Overall,2009;2014,2,159.77911642611696,163.76204552033292,False,1.4202007734557014
Incidence,20-49,Overall,2009;2015,2,158.9275333861437,162.91046248035966,False,1.3635148218430102
Incidence,20-49,Overall,2009;2016,2,158.1353880811132,162.11831717532917,False,1.3132563006519584
Incidence,20-49,Overall,2009;2017,2,156.7599076427926,160.74283673700856,False,1.2275968578820926
Incidence,20-49,Overall,2009;2018,2,154.21092737772864,158.1938564719446,False,1.0689658677349294
Incidence,20-49,Overall,2009;2019,2,151.7446109855219,155.72754007973785,False,1.0
