outcome,age_group,apc_percent_poisson,apc_lcl,apc_ucl,apc_p,apc_lcl_quasi,apc_ucl_quasi,apc_p_quasi,pearson_dispersion,cases_total,model_iterations,slope_ratio_vs_20_49,interaction_p_vs_20_49,interaction_p_vs_20_49_quasi
ibm_no_2020,20-49,1.3273974694417712,-0.07424238591190457,2.748697864090066,0.06352562163495046,-0.12958791644769319,2.805638464178828,0.07433953369761115,1.081129090446979,604.0,8,1.0,,
ibm_no_2020,50-64,2.8589127272103942,1.9255088706163992,3.8008644220163923,1.3561085587809885e-09,1.8885597180747116,3.8385070580895686,5.583626228045091e-09,1.081129090446979,1484.0,8,1.0151145227847236,0.07735664243710949,0.08938109609583389
ibm_no_2020,65+,4.163888862613341,3.4749076651841904,4.8574575982304635,0.0,3.447598851509137,4.88513859618287,0.0,1.081129090446979,2793.0,8,1.0279933311622553,0.0004529780358970559,0.0007436233846238594
