cohort,hist_group,outcome,apc_percent_poisson,apc_lcl,apc_ucl,apc_p,apc_lcl_quasi,apc_ucl_quasi,apc_p_quasi,pearson_dispersion,cases_total,model_iterations
age20_49,Conventional/intestinal adenocarcinoma,histology_no_2020,3.4760384745823547,1.9648579278767064,5.009615626266917,5.3058721980470125e-06,1.9550951578930054,5.019670883651051,6.1004252924767854e-06,1.0130592139507706,546.0,5
age20_49,Mucinous-type adenocarcinoma,histology_no_2020,4.324317590137494,3.3044989243157907,5.354203872781205,0.0,2.6220718346152694,6.054799382609577,4.567535847321835e-07,2.8045989118073216,1234.0,5
age20_49,Signet-ring cell carcinoma,histology_no_2020,-3.8022398475102803,-6.313266446758714,-1.2239117815227019,0.004071635242806737,-7.245796733119992,-0.2308387930459066,0.03713648926357771,1.8994751749971253,176.0,5
all_ages,Conventional/intestinal adenocarcinoma,histology_no_2020,4.401493530068268,3.7776696934507914,5.029067269533649,0.0,3.6380752435791974,5.170535304631363,0.0,1.4996334284567518,3358.0,5
all_ages,Mucinous-type adenocarcinoma,histology_no_2020,5.088084994911424,4.59179492646089,5.586729969234017,0.0,3.4788499304075016,6.722345825497689,2.9114222144244195e-10,10.626885978382457,5431.0,5
all_ages,Signet-ring cell carcinoma,histology_no_2020,-1.0076924631891249,-2.1992058376872348,0.1983371954942692,0.10115181021900499,-3.018100971119031,1.0443912687694734,0.3332942546304323,2.8708635587004547,810.0,4
